param_set,Nb,N,u_per_site,Gs,n_shared_mutations
930_rep0,5,1520462400,9.185449380869101e-09,8135,10
9310_rep0,13,3185231122,5.976824078685036e-09,7042,5
9311_rep0,204,274462809,1.4041864713019063e-09,3062,2
9312_rep0,61,308059563,4.704336931074888e-09,998,6
9314_rep0,341,1377751955,6.407148282702824e-09,4877,15
9315_rep0,6,668200783,1.5122036506975994e-09,5228,3
9316_rep0,3,531938012,9.34016114005297e-09,6366,7
9317_rep0,138,1934710713,1.27569633995517e-09,3698,2
9318_rep0,18,8014823664,4.022523149764035e-09,8093,2
9319_rep0,778,123990073,2.9888943281787374e-09,2020,22
931_rep0,92,737155383,1.2184225242931316e-09,1988,2
9320_rep0,31,152750530,6.937720714193618e-09,2956,7
9321_rep0,487,7470756137,1.5982803060949102e-09,7168,7
9322_rep0,5,2780191986,5.136933965505817e-09,1546,2
9323_rep0,86,319480972,2.178067427054151e-09,8548,2
9324_rep0,244,834316119,3.2515106910498192e-09,9881,5
9325_rep0,9,1278556460,2.379669931478741e-09,252,1
9326_rep0,43,5113003790,7.613979365611562e-09,5680,7
9327_rep0,1,187519532,1.0254091456020515e-09,4404,2
9328_rep0,620,216150544,8.623353397524876e-09,7737,41
9329_rep0,23,4420751320,1.1235298233450059e-09,2357,2
932_rep0,228,508925113,5.6434150823807515e-09,960,24
9330_rep0,110,1104194350,3.558673067779699e-09,6664,4
9332_rep0,11,370026743,5.4143183426052744e-09,4442,6
9333_rep0,182,2413916460,2.2206474154875398e-09,5642,7
9334_rep0,2,6479265176,7.0653396513609435e-09,1219,1
9336_rep0,1,107207224,3.818827704587963e-09,6118,3
9337_rep0,53,9238427840,2.929752650425302e-09,3986,2
9338_rep0,7,2227560917,9.165563778771408e-09,9657,2
9339_rep0,298,459425657,1.2097465770732635e-09,418,4
9340_rep0,167,580202004,5.660010584453328e-09,1904,14
9342_rep0,939,4134580024,4.296216695176865e-09,2655,61
9343_rep0,16,267187952,1.8010755103149703e-09,7410,2
9344_rep0,147,273619458,7.872853384798602e-09,3409,20
9345_rep0,2,4194127642,1.0561751818274827e-09,6695,1
9346_rep0,837,1559049033,3.3907715245711382e-09,2311,34
9347_rep0,14,571642860,2.4744270798026115e-09,7764,2
9348_rep0,1,466304834,4.920770528900222e-09,8787,4
9349_rep0,59,2279900330,2.096864830268008e-09,1326,2
934_rep0,40,8228037954,4.324432610946091e-09,4856,3
9350_rep0,8,9107257133,6.7015815020311635e-09,5517,2
9351_rep0,339,104687227,1.5535802599595323e-09,4548,8
9352_rep0,12,174501417,4.1455412846516014e-09,542,1
9353_rep0,198,6344774214,3.0887776514283116e-09,9552,14
9354_rep0,2,2443183205,9.706628476930852e-09,4114,6
9356_rep0,560,940156799,6.1717490423286964e-09,7458,52
9357_rep0,20,1090967890,1.447756541996823e-09,2627,1
9358_rep0,100,4514456130,4.570195307614469e-09,8258,11
9359_rep0,3,218894115,1.9727678975442846e-09,1874,3
935_rep0,1,127333248,1.805929802319204e-09,5277,3
9360_rep0,266,189899850,4.4822243279036595e-09,5353,7
9361_rep0,10,5221386285,1.8718250559806443e-09,4771,1
9362_rep0,48,1263240384,5.849321642537113e-09,9204,8
9363_rep0,1,816538833,1.4214984289193687e-09,891,1
9364_rep0,27,326436371,8.859595205527867e-09,2067,5
9365_rep0,440,2813898747,1.1751990888918864e-09,8066,12
9366_rep0,4,7315686675,3.655974384742118e-09,3749,4
9367_rep0,78,150835944,2.8223875909076e-09,6336,2
9368_rep0,2,121075681,7.347012604743618e-09,8500,3
9369_rep0,122,7901032659,1.7585240239691856e-09,1576,7
936_rep0,65,135983929,8.608025342741717e-09,9906,10
9370_rep0,16,1980167603,5.576219960674846e-09,7120,2
9371_rep0,694,539902503,2.296210742913034e-09,2984,29
9372_rep0,68,658343299,3.458987831342179e-09,4276,4
9373_rep0,1,1346123452,2.6066100199944993e-09,5789,1
9374_rep0,388,3625345804,8.302673539648704e-09,128,35
9376_rep0,2,281128879,3.212419263521393e-09,6442,2
9377_rep0,32,3231335170,2.431156960806175e-09,3623,5
9378_rep0,11,1490365126,7.71015323796154e-09,7862,7
9379_rep0,187,728732568,1.0038692703360068e-09,2251,1
9380_rep0,112,514807317,6.853472833362469e-09,765,12
9382_rep0,638,8102077944,5.2020912008064524e-09,4955,24
9383_rep0,23,124182817,2.1320515165485252e-09,5150,1
9384_rep0,909,134430060,9.543761164677107e-09,9802,126
9385_rep0,15,6517716797,1.2601606196811454e-09,331,2
9386_rep0,163,3114941966,3.938507782466245e-09,5914,7
9387_rep0,2,361485759,3.026273786229184e-09,4170,1
9388_rep0,7,778240922,4.806965646115202e-09,3187,4
9389_rep0,289,1204410070,2.0160989404657853e-09,6937,8
938_rep0,364,3067253886,3.5862086643572566e-09,5713,13
9390_rep0,1,5356428418,6.272779727429085e-09,1469,4
9391_rep0,51,194743488,1.53114334041548e-09,8625,3
9392_rep0,19,225301814,5.731805904048979e-09,4673,5
9393_rep0,796,4645623500,1.350306953921514e-09,5411,14
9394_rep0,3,1045754099,4.244043608229333e-09,1142,2
9395_rep0,142,901384172,1.8401410542482802e-09,8990,1
9396_rep0,349,416219353,3.8670619138374204e-09,7658,11
9397_rep0,6,2690193732,2.8682084164922893e-09,2437,5
9398_rep0,62,5635373797,9.055375053418306e-09,6898,5
9399_rep0,1,154957815,1.235921624366424e-09,3225,2
939_rep0,5,352542507,2.702480231599539e-09,4362,1
93_rep0,152,1514278729,2.9356151592040543e-09,9301,7
9400_rep0,42,107705017,5.300768354223826e-09,1671,4
9402_rep0,238,2186283845,7.219479661009285e-09,2733,28
9403_rep0,8,447001978,1.665809314531097e-09,7332,1
9404_rep0,5,629383172,8.443248349942907e-09,6193,3
9405_rep0,83,1715927604,1.1375814807606392e-09,3911,1
9406_rep0,30,3724586971,3.6362441185368015e-09,9426,1
9407_rep0,475,243071819,2.6652877045202903e-09,649,26
9408_rep0,21,250620529,5.077022192193637e-09,8350,4
9409_rep0,532,3877093277,2.203764994621582e-09,1734,18
940_rep0,3,797983312,5.379927159376328e-09,2908,2
9410_rep0,3,1663352035,6.856671072039981e-09,7289,3
9411_rep0,95,604971468,1.617162237025619e-09,2844,2
9412_rep0,210,432756394,7.559043758962747e-09,3828,14
9414_rep0,37,9676241025,3.228114575813301e-09,595,3
9415_rep0,2,112257495,2.3969326823496523e-09,9528,1
9416_rep0,56,159878726,6.4837679465835646e-09,5503,4
9417_rep0,1,5863523807,1.4943304562541795e-09,4611,2
9418_rep0,320,2608835105,4.760499418049093e-09,9034,17
9419_rep0,8,399788834,2.017040516303891e-09,1032,1
9420_rep0,2,873253013,4.052263561068107e-09,2519,3
9421_rep0,156,1003489165,2.966964772570718e-09,7585,8
9422_rep0,14,4797849285,9.409403154752565e-09,3278,4
9423_rep0,880,234657090,1.2663170527654291e-09,6796,18
9424_rep0,1,202602634,9.223177803707276e-09,375,8
9425_rep0,72,5525856838,1.2021870450468926e-09,9690,2
9426_rep0,6,1157049583,3.842756679972443e-09,4262,1
9427_rep0,408,754823450,2.9114898516316686e-09,5852,12
9428_rep0,116,346833722,4.342602033821235e-09,6989,3
942_rep0,19,5250406014,7.088369084548511e-09,1496,3
9430_rep0,655,6789418920,5.72123368307542e-09,8707,63
9431_rep0,17,138857092,1.3646972977549479e-09,1396,1
9432_rep0,466,129283643,3.536995184825611e-09,3580,28
9434_rep0,83,1814220104,8.570654160093719e-09,2159,11
9436_rep0,10,699676487,6.990745552405751e-09,9256,3
9437_rep0,253,1443047250,1.7044933833873323e-09,866,1
9438_rep0,1,3367388106,5.357261099953995e-09,5067,4
9439_rep0,45,290176304,2.244313056658154e-09,5027,4
943_rep0,727,192518173,1.6966173619437006e-09,8569,22
9440_rep0,275,302729144,6.5207670365066554e-09,1522,24
9442_rep0,49,1402023565,4.9966607454545816e-09,2902,6
9443_rep0,1,679931285,2.084330512186973e-09,7192,1
9445_rep0,964,2043079860,2.532541112459888e-09,4388,24
9446_rep0,2,7589309457,7.958623564219144e-09,9894,7
9447_rep0,172,117414416,1.0544935140460556e-09,191,2
9448_rep0,4,144799562,4.656308057466579e-09,4824,2
9449_rep0,107,7082456249,1.9195416542479607e-09,5251,4
944_rep0,1,221729059,6.948049516130838e-09,4477,4
9450_rep0,25,2932775499,6.1348541361825e-09,973,4
9451_rep0,602,336993747,1.4700833622335626e-09,9131,5
9452_rep0,34,849962428,9.93459003174658e-09,8109,6
9453_rep0,1,1302429437,1.2892188002635071e-09,1956,1
9454_rep0,197,5018838325,4.138942179742589e-09,6428,23
9455_rep0,11,184077528,3.1224302650760127e-09,3686,1
9456_rep0,88,211948827,3.779835017723968e-09,9634,4
9458_rep0,500,1126113799,8.776050164064298e-09,6062,51
9459_rep0,29,979753226,1.1760494295694792e-09,4012,2
9460_rep0,1,389873916,6.020233429109496e-09,2719,1
9462_rep0,9,6149481538,4.42055235669673e-09,1918,2
9463_rep0,225,167711742,1.8815450217212182e-09,8147,5
9464_rep0,5,101407130,8.105102349273076e-09,6613,5
9465_rep0,369,8737912842,1.112683032713502e-09,3481,11
9466_rep0,1,2354948075,3.461493061729869e-09,7711,2
9467_rep0,66,485729146,2.582030916825897e-09,2412,6
9468_rep0,757,589710816,5.468628990588736e-09,1235,34
9470_rep0,134,4067804660,7.385158474397697e-09,4504,7
9471_rep0,3,262856288,1.734327411824597e-09,5629,1
9472_rep0,7,259809652,7.421842246077391e-09,213,4
9473_rep0,277,4019562038,1.740862741103366e-09,9920,6
9474_rep0,1,1604507387,5.446191118252209e-09,4366,2
9475_rep0,49,583534075,2.35112617871338e-09,5718,2
9476_rep0,949,482132067,3.478436074144229e-09,7210,39
9478_rep0,170,8685362891,8.072425528976679e-09,8584,26
947_rep0,286,920100438,2.1739869585940663e-09,8862,4
9480_rep0,107,165717647,4.437207711037256e-09,3659,7
9482_rep0,614,2516892897,5.989211182621746e-09,1982,47
9483_rep0,25,385676788,1.388351452362266e-09,8131,1
9484_rep0,2,972749697,8.809713299365341e-09,9119,2
9486_rep0,11,4307144127,3.7601047757448705e-09,5263,4
9487_rep0,194,210669548,2.7441173385988052e-09,4841,4
9488_rep0,5,181893668,4.122254500134279e-09,8169,3
9489_rep0,89,4960646272,3.106130736897372e-09,1944,5
948_rep0,174,407752846,3.2714101195137904e-09,7680,12
9490_rep0,28,1288793363,9.983225597271824e-09,7373,6
9491_rep0,507,840819816,1.2941636249328715e-09,2692,14
9492_rep0,39,334587710,6.109684172612851e-09,4029,2
9494_rep0,223,7037851899,4.679432970839072e-09,453,13
9496_rep0,374,116052517,7.917083074034533e-09,5602,36
9497_rep0,5,7499106283,1.0502424685892231e-09,4482,2
9498_rep0,67,2021076760,3.296724410670456e-09,8876,2
949_rep0,2,2660962241,2.3873229947072184e-09,2385,1
94_rep0,13,3165367230,9.173610603631048e-09,4984,3
9500_rep0,20,674878183,4.970911409881001e-09,2400,2
9501_rep0,743,1392007437,2.0757779009324648e-09,7694,12
9502_rep0,3,3491091640,6.545340525562398e-09,3494,4
9503_rep0,133,300818649,1.5907139735441886e-09,6630,4
9504_rep0,524,292021760,5.3307762395707295e-09,9516,58
9506_rep0,94,1453443474,7.019554843752023e-09,6278,13
9507_rep0,3,704909133,1.7133211870738967e-09,3846,3
9508_rep0,12,504245800,8.528916646891793e-09,2818,3
9509_rep0,212,1833987397,1.1261105663699086e-09,7267,1
950_rep0,977,5775065645,7.595697890937168e-09,6624,154
9510_rep0,2,8455130932,3.55130874809458e-09,1761,3
9511_rep0,38,130801955,2.728924609100977e-09,8372,2
9512_rep0,1,139697856,5.699765129936823e-09,6814,1
9513_rep0,55,6832388157,1.3579512938235936e-09,3290,4
9514_rep0,8,3039905901,4.365090734135111e-09,7569,4
9515_rep0,317,349324782,1.789183298802914e-09,2507,7
9516_rep0,157,763024348,3.8280686233724506e-09,1053,7
9517_rep0,2,1169302073,2.8973099515327104e-09,9060,2
9518_rep0,896,5590629642,9.271584024329877e-09,4589,88
951_rep0,15,157454668,1.0189937804219342e-09,3489,1
9520_rep0,71,236079946,9.44748422143478e-09,1385,10
9522_rep0,404,1010998208,4.0325266160373e-09,3098,22
9523_rep0,6,879547995,2.955625041082037e-09,7007,1
9524_rep0,3,404143122,4.780116231631474e-09,5825,1
9526_rep0,17,5932412006,6.451719002581518e-09,9717,5
9527_rep0,665,161801131,1.488722670852936e-09,396,10
9528_rep0,26,112968439,3.245055999861448e-09,5044,2
9529_rep0,457,9734870861,2.4066319635996787e-09,5079,12
952_rep0,594,109941236,4.738276156281579e-09,1949,33
9530_rep0,4,2113921631,7.5301575383343e-09,850,4
9532_rep0,256,611380548,6.892180814783791e-09,7947,14
9533_rep0,10,1681431371,1.6238271075506352e-09,2186,1
9534_rep0,46,3923660123,5.057966639991427e-09,6531,4
9535_rep0,1,253557170,2.1928707741479853e-09,3553,1
9536_rep0,32,245651192,3.6215842310550782e-09,5132,3
9537_rep0,2,3765135688,2.6513767199438e-09,4942,2
9538_rep0,184,1736567590,8.484575911996375e-09,9327,23
9540_rep0,4,449840905,7.189857773636981e-09,2229,3
9541_rep0,114,2199569968,1.6572244867741314e-09,7836,5
9543_rep0,646,108511457,2.2569315094663662e-09,6469,12
9544_rep0,15,156642750,9.008107494937468e-09,8637,5
9545_rep0,902,5694998950,1.230938168095412e-09,1486,18
9546_rep0,2,2721751743,3.8818953064107335e-09,6924,1
9547_rep0,160,421216607,2.882249065954902e-09,3170,2
9548_rep0,293,906834021,4.222173918190284e-09,4197,22
9549_rep0,6,1052381803,1.8325919242246623e-09,5936,1
954_rep0,105,2133403176,6.398745146765975e-09,2707,8
9550_rep0,52,4680304494,5.753401482609334e-09,305,2
9552_rep0,787,196862782,6.303932841258643e-09,3208,56
9553_rep0,19,5413245385,1.5369126118989894e-09,6886,2
9554_rep0,140,1218549541,4.78724388259472e-09,2453,14
9555_rep0,3,787605551,2.0057104698366462e-09,7670,3
9557_rep0,355,3134710830,3.037881224509559e-09,1116,9
9558_rep0,1,6566545894,9.505281627751397e-09,5433,5
9559_rep0,63,135397926,1.253582445795835e-09,4700,1
9560_rep0,1,125497306,5.221695443490146e-09,660,3
9561_rep0,41,8190212857,2.1426412425413823e-09,9443,3
9562_rep0,8,1910383912,6.818155005735831e-09,3898,1
9563_rep0,235,520844189,1.626247635596509e-09,6176,10
9564_rep0,85,733354208,7.739721470213498e-09,7359,10
9566_rep0,479,3254557011,3.195651748077981e-09,8416,17
9567_rep0,30,283226314,2.4213561692332496e-09,1650,1
9568_rep0,2,313135961,8.336273205036706e-09,4574,6
9569_rep0,149,3599509627,1.081870274528466e-09,5539,2
956_rep0,11,639525057,9.364937431038973e-09,6089,4
9570_rep0,14,1338016229,3.4421433133683596e-09,1300,4
9571_rep0,847,654200183,2.596648287303492e-09,8765,39
9572_rep0,59,533649467,5.599199713152619e-09,7776,9
9573_rep0,1,1956666446,2.308103210695097e-09,2327,2
9574_rep0,333,7816077599,7.3106906963565506e-09,6683,17
9576_rep0,201,149756399,3.6751622470451262e-09,1853,8
9577_rep0,12,7261350096,2.833810837686564e-09,8232,6
9578_rep0,36,2796128649,8.82573173640915e-09,2649,6
9579_rep0,2,324468930,1.1694754479544952e-09,7484,1
957_rep0,189,1758460380,1.2842262408610347e-09,4043,2
9580_rep0,20,806837343,5.879612874469613e-09,5992,4
9581_rep0,555,1248571439,1.427355721452116e-09,4102,10
9582_rep0,3,5166627993,4.465404922673481e-09,9569,2
9583_rep0,99,187853855,1.8625722700379919e-09,554,3
9584_rep0,9,217333176,4.547605214475387e-09,6362,3
9585_rep0,271,4480964326,1.9653646088417933e-09,3771,7
9588_rep0,435,373593906,9.659351064488815e-09,903,41
958_rep0,1,3684112504,3.999601810598997e-09,9626,4
9590_rep0,77,6278290399,4.162318681443168e-09,4758,4
9592_rep0,124,103910117,6.676428731708314e-09,9964,9
9594_rep0,700,2266149006,4.946254682566817e-09,5811,29
9595_rep0,16,463357974,2.105506644586001e-09,4303,2
9596_rep0,1,565007422,3.377813873636466e-09,2967,3
9597_rep0,67,1540532556,2.462376482526356e-09,7108,4
9598_rep0,6,4148922088,7.914170527654349e-09,1592,9
9599_rep0,382,270748779,1.060449072131671e-09,8511,6
959_rep0,33,238127693,2.9800408266263635e-09,458,2
95_rep0,852,275292878,1.2086833281958868e-09,5101,9
9600_rep0,1,264384708,4.313601965510852e-09,1999,5
9602_rep0,5,1576728271,5.632446429292269e-09,3721,3
9603_rep0,345,573467126,1.3741784144223134e-09,6393,10
9604_rep0,137,456522326,9.203337168881889e-09,5210,15
9606_rep0,764,9172347942,3.7999490814280876e-09,9094,33
9607_rep0,18,106411420,2.918756342482497e-09,1010,1
9608_rep0,494,174817083,7.1024235504235e-09,4431,54
960_rep0,1,247879152,4.263742744685524e-09,8228,5
9610_rep0,87,2385948514,5.393625410583177e-09,226,8
9611_rep0,5,365633561,2.209831601938506e-09,9859,5
9613_rep0,242,1097250204,2.7092660360105487e-09,1562,6
9614_rep0,1,4387955370,8.590991551730563e-09,7155,4
9615_rep0,42,214609195,1.117976237480703e-09,2938,1
9616_rep0,23,185499206,7.576341535426768e-09,8892,7
9617_rep0,632,5059382920,1.021561255684919e-09,1193,4
9619_rep0,111,824403512,2.3919930892876896e-09,4469,2
961_rep0,47,3798474826,1.814800983673325e-09,1847,1
9620_rep0,179,317555402,5.111915584083499e-09,3442,6
9621_rep0,11,2762634418,2.169742496200419e-09,6652,1
9622_rep0,31,7415266903,6.965800684806275e-09,2374,4
9623_rep0,2,151657258,1.6066687704231667e-09,7749,2
9624_rep0,54,122690302,4.0074264211927984e-09,7437,1
9625_rep0,1,7928646301,2.9741177182852954e-09,2677,1
9626_rep0,301,1911749346,9.3885348265168e-09,8183,52
9627_rep0,7,525777282,1.2809534254968612e-09,1883,3
9628_rep0,2,663995530,6.382662368933208e-09,430,4
9629_rep0,165,1369454079,1.5048396577329391e-09,9673,7
962_rep0,9,1690277986,5.806665911295491e-09,7469,1
9630_rep0,16,3548402909,4.729024541426538e-09,3974,3
9631_rep0,924,305775477,2.049394644963265e-09,6100,28
9632_rep0,75,276510543,5.952729156373133e-09,7546,3
9633_rep0,4,3208122134,1.396857090051932e-09,2558,1
9634_rep0,421,1534935821,4.410092154809856e-09,6758,25
9635_rep0,27,744387341,1.9025035912176633e-09,3316,1
9636_rep0,1,513124633,3.720405503412929e-09,4652,2
9637_rep0,47,1866135065,2.773405085945155e-09,5461,1
9638_rep0,9,8308754901,8.716872267052414e-09,1067,2
9639_rep0,263,128545259,1.1944014950479244e-09,8998,3
963_rep0,263,619927540,1.3446158468973415e-09,2634,4
9640_rep0,6,137126150,5.480423950026887e-09,6226,3
9641_rep0,393,6707147983,2.3364349713647702e-09,3868,4
9642_rep0,1,3096944443,7.468345850224933e-09,9490,4
9643_rep0,69,355856976,1.730011437764859e-09,633,2
9644_rep0,721,804922347,8.159584031616064e-09,1776,46
9646_rep0,127,5299764586,3.516062522759884e-09,2880,4
9647_rep0,3,194381577,2.5642136063783927e-09,7253,3
9648_rep0,325,224061965,3.3361490926624952e-09,826,14
964_rep0,75,422315955,9.09625377683105e-09,4087,5
9650_rep0,57,1065215621,8.011602966390317e-09,4990,10
9651_rep0,1,926771996,1.037844984072269e-09,5104,2
9652_rep0,14,412154592,6.593731505974741e-09,6596,2
9653_rep0,826,2688958392,1.579043318368609e-09,3537,10
9654_rep0,2,5816944370,5.007761211182104e-09,7960,2
9655_rep0,145,158642274,2.060516749086332e-09,2125,5
9656_rep0,3,111146905,9.866789087587164e-09,3045,6
9657_rep0,101,9577135597,1.3094329594057626e-09,7030,2
9658_rep0,21,2148622323,4.074095310063606e-09,1360,6
9659_rep0,568,443173584,3.1428271315194582e-09,8744,30
9660_rep0,37,646348600,4.645671678953934e-09,9733,1
9662_rep0,206,3711419110,6.0657238492891235e-09,5886,23
9664_rep0,228,249957236,8.921142575692805e-09,6977,25
9666_rep0,40,1706606553,3.714835532983193e-09,8662,2
9667_rep0,1,625745109,2.803540416520986e-09,1432,1
9668_rep0,29,425980186,4.49341309769166e-09,288,5
9669_rep0,520,2082736791,1.8509747794671462e-09,9844,9
966_rep0,422,9876512867,3.917755026882974e-09,550,20
9670_rep0,5,9969204114,5.9165821716955505e-09,4135,6
9671_rep0,92,114595494,1.418440092200013e-09,5949,2
9672_rep0,3,165230872,3.405846338647957e-09,9350,4
9673_rep0,129,6007715569,2.624304098282978e-09,725,7
9674_rep0,19,2580307270,8.248241590440872e-09,5186,3
9675_rep0,726,399301751,1.0934144486768932e-09,4918,5
9676_rep0,65,890211651,7.26606223542274e-09,3580,8
9677_rep0,1,1033008743,1.7626962839071247e-09,6485,1
9678_rep0,365,4767822554,5.5651047691070475e-09,2216,11
9679_rep0,5,231179694,2.322249081046207e-09,7897,1
967_rep0,27,113498981,2.8557609058043027e-09,9564,1
9680_rep0,174,200780967,4.9106338185502085e-09,3950,14
9681_rep0,2,5520555642,2.1207656804383872e-09,6154,1
9682_rep0,979,1194759384,6.628245875532321e-09,687,67
9683_rep0,15,772275482,1.5571343481105134e-09,9388,2
9684_rep0,1,345140384,7.821761924235144e-09,8400,7
9685_rep0,51,2975134852,1.0729846173246575e-09,1713,2
9686_rep0,7,6919109945,3.338424604481183e-09,7296,2
9687_rep0,286,142658951,2.491434898778473e-09,2769,12
9688_rep0,11,132685825,6.243081502145773e-09,2476,2
9689_rep0,189,8658656508,1.4445447049652367e-09,7619,3
968_rep0,722,163831454,7.123185942151884e-09,5544,65
9690_rep0,1,1806932678,4.58121715576262e-09,3263,2
9691_rep0,33,492670224,1.950940670685883e-09,6860,1
9692_rep0,596,721471769,4.212038673103428e-09,5369,26
9694_rep0,105,3308187718,9.77488497444638e-09,8954,11
9696_rep0,18,296526750,3.9101403840134674e-09,2585,1
9697_rep0,681,3408312992,2.861422773859968e-09,7499,27
9698_rep0,3,1412949480,9.07347195165412e-09,1839,6
9699_rep0,120,690880742,1.2220625312088311e-09,8294,4
96_rep0,91,309905803,4.087297149958352e-09,8567,5
9700_rep0,414,543003265,5.821245385212072e-09,9592,47
9701_rep0,6,1991122480,1.3412010949585919e-09,503,1
9702_rep0,73,7681235083,4.27204599600125e-09,6048,3
9704_rep0,44,147011186,8.422234165117972e-09,1285,6
9705_rep0,1,7127685361,1.1503945654525604e-09,8829,1
9706_rep0,250,2848417211,3.594903089210641e-09,4512,14
9707_rep0,10,330556566,2.671037518790256e-09,5553,1
9709_rep0,79,1317129977,2.2839064897078048e-09,3370,4
