param_set,Nb,N,u_per_site,Gs,n_shared_mutations
16964_rep0,511,444740588,4.189994681294554e-09,316,20
16966_rep0,91,9591797488,9.810746742938322e-09,4167,17
16967_rep0,5,111211149,1.3169128888268734e-09,5909,1
16968_rep0,131,158388917,4.890546005907805e-09,9313,7
16969_rep0,3,5812343082,2.109902624083423e-09,771,5
1696_rep0,149,281580605,3.391319442356701e-09,5943,4
16970_rep0,739,2679667775,6.660411508857319e-09,5165,67
16972_rep0,1,929657922,7.789035966182014e-09,3637,1
16973_rep0,64,1068946858,1.067500777907231e-09,6458,1
16975_rep0,362,224412383,2.500969137166917e-09,7866,13
16976_rep0,2,193764228,3.418354362573905e-09,3924,2
16977_rep0,176,5281650902,2.6375075271451204e-09,6209,4
16978_rep0,15,1232480395,8.205113233773635e-09,654,2
16979_rep0,996,803606804,1.0889783305708418e-09,9430,8
1697_rep0,2,3265765948,2.474653334170825e-09,4122,2
16980_rep0,50,356451840,7.293600241096645e-09,8446,11
16982_rep0,283,6729918064,5.535699392673997e-09,7348,14
16983_rep0,7,137567966,2.313105041739385e-09,2746,1
16984_rep0,191,128083131,8.964612912769381e-09,2421,16
16985_rep0,10,8281511704,1.1613937343662562e-09,7644,1
16986_rep0,34,1863416490,3.699306619885979e-09,3221,2
16987_rep0,1,512790780,2.789223118050645e-09,6892,2
16988_rep0,24,744897700,4.515197040986599e-09,5405,2
16989_rep0,586,1537120187,1.8582170580740102e-09,4670,12
1698_rep0,849,1508158796,7.874657279931129e-09,9831,65
16990_rep0,4,3218564550,5.892357641663836e-09,8977,7
16991_rep0,104,277518127,1.4111689128378694e-09,1127,1
16992_rep0,669,305533777,4.864153562613055e-09,2621,28
16993_rep0,18,3542737877,1.9924612671753313e-09,7454,2
16994_rep0,119,1365154839,6.347413234371084e-09,1861,9
16995_rep0,3,661701008,1.5131964943892662e-09,8243,2
16996_rep0,6,527618694,9.613556538936166e-09,9536,7
16997_rep0,418,1917701363,1.2509705224820054e-09,529,5
16998_rep0,1,7941050400,3.967306496926632e-09,6006,1
1699_rep0,14,730830725,1.0561946353556996e-09,282,1
169_rep0,11,6537452193,1.4472967370117922e-09,7842,1
16_rep0,144,180509772,8.221646225084792e-09,4815,17
17000_rep0,1,151430768,6.7731197911780946e-09,1330,4
17001_rep0,43,7410723409,1.652375089518961e-09,8793,1
17002_rep0,10,2752803605,5.141116596247553e-09,4564,5
17003_rep0,247,316502179,2.157418582545036e-09,5531,9
17004_rep0,80,827175443,3.188991628425155e-09,6708,2
17005_rep0,4,1268177455,2.4489365666615076e-09,3424,3
17006_rep0,454,5062309988,7.653899172053522e-09,7770,50
17007_rep0,25,185783296,1.011209685213535e-09,2314,1
17008_rep0,38,213905409,8.391010204074315e-09,5802,9
17009_rep0,2,4372177947,1.1446207521674446e-09,4292,1
1700_rep0,1,522637971,6.703324452571024e-09,1421,1
17010_rep0,216,1096536884,3.613750743694387e-09,9992,8
17011_rep0,12,953452866,2.6817891443113357e-09,132,2
17012_rep0,3,366154101,5.244570425724882e-09,1579,2
17013_rep0,97,2387585613,2.27263682509857e-09,8505,3
17014_rep0,22,6434730249,7.142932008533974e-09,2999,4
17015_rep0,549,175386018,1.6837165169672275e-09,7133,7
17016_rep0,13,106047667,3.890991145009952e-09,8050,3
17017_rep0,855,9143211735,2.850462791916839e-09,2054,30
17018_rep0,2,2210508094,9.111439379685858e-09,6332,7
17019_rep0,152,456178466,1.228276317640314e-09,3743,5
1701_rep0,58,1899283373,1.5536565382273804e-09,8654,1
17020_rep0,310,573879518,5.793440849290861e-09,4765,30
17022_rep0,55,4103191365,4.289666298772378e-09,877,7
17024_rep0,276,270962533,7.959239121617194e-09,239,47
17025_rep0,7,4155568134,1.054444358877062e-09,9865,1
17026_rep0,48,1545386547,3.2844379060497294e-09,4398,2
17027_rep0,1,566965053,2.5323813945373922e-09,5677,1
17029_rep0,972,2259109148,2.084134737765606e-09,2949,31
1702_rep0,8,8162030908,4.921717977868007e-09,3138,3
17030_rep0,2,9027975832,6.521071687183769e-09,8533,3
17031_rep0,170,103824559,1.5827294433967355e-09,1532,6
17032_rep0,4,172883812,4.139258967468078e-09,3715,1
17033_rep0,107,6282157276,3.122287337795077e-09,6380,4
17034_rep0,25,2423504293,9.935535686144157e-09,2025,6
17035_rep0,599,374836059,1.289135702653675e-09,8099,9
17036_rep0,35,931368452,6.1352468519112075e-09,9083,4
17037_rep0,1,1080284572,1.4699440968241383e-09,1001,2
17038_rep0,195,4478366329,4.656519129775387e-09,5241,6
1703_rep0,334,126231894,2.097120896973901e-09,6966,4
17040_rep0,89,188472250,4.4207389770491715e-09,8216,5
17041_rep0,5,5185258388,1.8813911942420163e-09,1908,3
17042_rep0,495,1249381516,6.020586840188297e-09,7423,41
17044_rep0,1,324007096,8.776913018855046e-09,4002,3
17045_rep0,40,2794218902,1.1759802739061142e-09,6131,2
17046_rep0,9,7235002844,3.7801444560538325e-09,422,4
17047_rep0,224,149270204,2.755110215233709e-09,9662,9
17048_rep0,5,120217599,7.385464295115671e-09,5639,4
17049_rep0,372,7840963710,1.7341870780582692e-09,4436,8
1704_rep0,12,134668101,9.708873862060846e-09,7910,6
17050_rep0,1,1959865197,5.4689574323747355e-09,8898,1
17051_rep0,65,534053152,2.363070291742783e-09,1206,1
17052_rep0,761,653728951,3.4618363032813e-09,2344,40
17053_rep0,20,1335786146,2.581877002918712e-09,7721,3
17054_rep0,134,3587957566,8.105754614266549e-09,3453,10
17057_rep0,537,3259417877,2.3971571405104595e-09,605,9
17058_rep0,3,1504368468,7.558692820881377e-09,6237,1
17059_rep0,94,735974716,1.0329433187165667e-09,3876,3
1705_rep0,200,6588228424,1.331110054095522e-09,2222,2
17060_rep0,211,519008150,6.8561387862882884e-09,2855,23
17062_rep0,37,8177707439,5.076544540104944e-09,1782,3
17063_rep0,2,125424474,2.203904629384206e-09,8322,1
17064_rep0,57,135614740,9.408798439834474e-09,6786,13
17065_rep0,1,6571726652,1.2664373954964263e-09,3346,2
17066_rep0,317,3145573720,4.052078696895414e-09,7537,16
17068_rep0,2,785159249,4.760136473525958e-09,1100,5
1706_rep0,2,3151726913,4.146202061631261e-09,6491,3
17070_rep0,13,5408785360,6.483152496338771e-09,4639,3
17071_rep0,876,196554856,1.4944263448632552e-09,5455,20
17072_rep0,1,227644599,5.720672703014895e-09,1349,2
17073_rep0,72,4696369044,1.3647771532361918e-09,8736,1
17074_rep0,6,1053177329,4.342247819748406e-09,3075,2
17075_rep0,406,908315996,1.7819162208931304e-09,7058,17
17076_rep0,116,420514324,3.842593338319379e-09,5880,7
17077_rep0,3,2719789768,2.911728651965697e-09,4214,3
17078_rep0,650,5675721468,9.2226340258422e-09,9759,76
17079_rep0,17,156140112,1.2023054700809616e-09,365,1
1707_rep0,36,362480788,3.0890532969044404e-09,3593,5
17080_rep0,468,108902797,5.356728548301865e-09,4998,25
17081_rep0,26,9471577300,2.2444475018860004e-09,5115,4
17082_rep0,82,2202782442,6.990180972840118e-09,798,8
17084_rep0,10,636333828,8.570301761972598e-09,7973,8
17085_rep0,255,1734094915,1.1305219027117912e-09,2131,2
17086_rep0,1,3752914035,3.5367836784198924e-09,6564,1
17087_rep0,44,244759995,2.714948097652641e-09,3511,4
17088_rep0,2,252814603,5.2017638828508395e-09,5178,7
17089_rep0,33,3909279631,2.132251188489929e-09,4907,1
1708_rep0,553,790206132,4.571065218870216e-09,4926,37
17090_rep0,11,1679747107,6.8531545935107415e-09,9378,4
17091_rep0,185,610532792,1.6330742119525195e-09,755,6
17092_rep0,113,436578736,7.709554629962506e-09,2203,16
17094_rep0,635,9771030596,3.212117007868468e-09,3613,18
17095_rep0,23,113296337,2.4313110244137373e-09,6510,1
17096_rep0,917,161168827,6.272376540354148e-09,8673,91
17097_rep0,15,5914817649,1.5312888636901723e-09,1441,1
17098_rep0,162,2633470831,4.8067463112190314e-09,6947,8
1709_rep0,20,1211981220,1.9730044771190207e-09,5197,1
170_rep0,35,3120413397,4.5636034119779985e-09,3641,1
17100_rep0,7,880365566,3.938207473503137e-09,4141,5
17101_rep0,291,1012190228,3.0264115655104663e-09,5962,13
17102_rep0,1,4842876292,9.542855172832062e-09,263,3
17103_rep0,51,236997960,1.260241492825626e-09,9812,1
17104_rep0,19,204860339,9.054487230830966e-09,3235,5
17105_rep0,800,5583662678,1.235993933916381e-09,6830,18
17106_rep0,3,1165713758,3.866746521429008e-09,2484,3
17107_rep0,142,760120911,2.8683290348052743e-09,7630,9
17108_rep0,352,350671582,4.24386324572697e-09,8922,9
17109_rep0,6,3049157763,1.840291966791699e-09,1153,2
1710_rep0,99,5395382961,6.173367749971403e-09,736,16
17110_rep0,62,6840669690,5.731468018799306e-09,5383,13
17111_rep0,1,139823114,1.350439958366858e-09,4721,2
17112_rep0,42,130634072,3.635882679977956e-09,717,3
17113_rep0,1,8445790415,2.6654473453058833e-09,9416,1
17114_rep0,237,1827076999,8.442566537224936e-09,3939,40
17116_rep0,5,706931843,7.219182880823622e-09,7322,6
17117_rep0,84,1458890177,1.6659436720427603e-09,2801,1
17118_rep0,30,3391447724,5.300451422594057e-09,8394,3
17119_rep0,471,292407176,2.248682027195563e-09,1700,9
17120_rep0,148,299926310,6.7020998913700104e-09,4537,17
17122_rep0,832,1390665761,4.921232300024905e-09,1279,55
17123_rep0,14,674107041,2.096732570838366e-09,8815,1
17124_rep0,1,556534246,3.3909857595054434e-09,7832,5
17125_rep0,60,2022956569,2.4741946436496248e-09,2301,5
17126_rep0,7,7528263110,7.873221272576287e-09,6724,4
17127_rep0,336,116401827,1.0560933808201206e-09,3361,4
17128_rep0,12,143401757,4.570545141939707e-09,1806,1
17129_rep0,199,7017237127,1.9726775784136932e-09,8269,3
1712_rep0,270,228216095,5.850469529873915e-09,2782,19
17130_rep0,2,2907008641,6.1723365721202e-09,2598,1
17131_rep0,35,334252736,1.4476632132946302e-09,7505,1
17132_rep0,565,841692411,9.707249919009313e-09,6020,70
17133_rep0,20,1290537486,1.3309565052185754e-09,4046,1
17134_rep0,99,4975042225,4.145729239259294e-09,9600,6
17135_rep0,3,182569200,3.088542610773176e-09,514,1
17136_rep0,269,210436930,3.656128695909107e-09,6307,6
17137_rep0,10,4301618401,2.8221568681690047e-09,3796,4
17138_rep0,47,1114580939,8.860115222167883e-09,7997,16
17139_rep0,1,969083863,1.175083686577051e-09,2077,1
1713_rep0,9,4663584162,1.421677685165069e-09,7302,1
17140_rep0,27,387121872,5.849896693355201e-09,939,7
17141_rep0,442,2524113684,1.4214148522216196e-09,9175,8
17142_rep0,4,6086151023,4.482591229280588e-09,4781,2
17143_rep0,78,165895103,1.8717458607600318e-09,5284,2
17144_rep0,3,100642532,8.303017283606123e-09,9937,3
17145_rep0,123,8677887745,1.0761354262722203e-09,156,1
17147_rep0,688,480652244,2.6063504340537597e-09,4345,20
17148_rep0,68,585309712,5.576772850647705e-09,3013,9
1714_rep0,48,1046404955,4.483411584049008e-09,1719,4
17150_rep0,386,4023168399,7.3476037987949584e-09,1644,20
17151_rep0,6,260124705,1.758452005626931e-09,8489,2
17152_rep0,2,262067771,7.3112892528967365e-09,3382,3
17153_rep0,151,4052045677,1.7518500964439341e-09,6750,5
17154_rep0,14,1620452323,5.599750462513629e-09,2279,4
17155_rep0,840,589016668,2.307967466663244e-09,7806,24
17156_rep0,59,486284260,3.4423451738524713e-09,8833,6
17157_rep0,1,2357222653,2.596393345924205e-09,1291,2
17158_rep0,331,8772208097,8.3366249189807e-09,5569,36
17160_rep0,203,167091001,4.465764471458261e-09,487,5
17162_rep0,35,2540155539,5.880195947150552e-09,4072,2
17163_rep0,2,389469300,1.427270576091717e-09,6041,1
17164_rep0,20,980736170,8.826261576157167e-09,7494,6
17165_rep0,558,1127675589,1.169359042927278e-09,2582,6
17166_rep0,3,4347207955,3.6753142154807463e-09,8281,3
17167_rep0,98,212728846,2.833581611715685e-09,1823,8
17168_rep0,9,183880421,4.162513252369162e-09,5306,1
17169_rep0,273,5012225767,3.104748872588522e-09,4807,5
1716_rep0,28,419711780,3.656798474949748e-09,9397,2
17170_rep0,1,1298704975,9.659961856518321e-09,9153,4
17171_rep0,48,846788680,1.3258706847994095e-09,912,1
17172_rep0,438,338268892,6.197762703275393e-09,2095,55
17174_rep0,77,7091546367,4.547956908651284e-09,3780,4
17175_rep0,5,144959783,1.965273077745167e-09,6295,1
17176_rep0,124,117272337,7.914529755398146e-09,8463,19
17178_rep0,696,2035231991,3.3780301874882814e-09,7099,31
1717_rep0,433,2737273663,2.822428378781433e-09,698,21
17180_rep0,1,682023896,4.946725464544988e-09,4333,2
17181_rep0,68,1407381175,2.1053710227995966e-09,5762,4
17182_rep0,6,3515336433,6.676939448051588e-09,169,3
17183_rep0,378,303106377,1.5458293982558124e-09,9955,5
17184_rep0,32,289336804,5.3267843638570796e-09,6498,2
17185_rep0,2,3354922700,2.257153699731812e-09,3596,1
17186_rep0,183,1441550404,7.189552590546325e-09,7903,16
17188_rep0,4,499647755,8.483883484670926e-09,728,3
17189_rep0,115,1816041197,1.1419924312772452e-09,9356,9
1718_rep0,5,5715467951,8.860984156950704e-09,6165,4
17190_rep0,23,8385453542,3.6212290953679805e-09,4933,2
17191_rep0,640,129663232,2.6515319793993118e-09,5200,23
17192_rep0,16,138319075,5.753057784248087e-09,9829,4
17193_rep0,907,6769048154,1.3571482227234522e-09,275,13
17194_rep0,2,3013803306,4.222000424433875e-09,5945,1
17195_rep0,159,346511246,1.832739639428828e-09,4130,4
17196_rep0,296,755552940,3.881581767388416e-09,3140,17
17197_rep0,7,1158372529,2.8823680000839237e-09,6973,3
17198_rep0,52,5542288098,9.00721163565338e-09,1419,9
1719_rep0,77,155753128,1.1753005925206514e-09,3959,1
171_rep0,1,358777374,1.9756057007673124e-09,6463,2
17200_rep0,794,234446619,9.504387441447238e-09,4709,106
17201_rep0,19,4792046118,1.2536618214075723e-09,5366,3
17202_rep0,139,1000445441,3.957481845961743e-09,1165,8
17203_rep0,3,869898214,3.038023597538258e-09,8939,3
17204_rep0,6,401316350,4.787021341362195e-09,7603,2
17205_rep0,357,2616862782,2.005865342834201e-09,2462,4
17206_rep0,1,5870833519,6.303536086782572e-09,6856,3
17207_rep0,63,160016712,1.5370566267051882e-09,3257,1
17208_rep0,1,112109654,3.1953485484420422e-09,1717,2
17209_rep0,41,9665884995,2.421511522712851e-09,8407,5
1720_rep0,2,109114837,5.577709243666693e-09,1172,6
17210_rep0,8,2091018359,7.739131453652797e-09,2785,4
17211_rep0,233,431518643,1.0088291086991376e-09,7310,7
17212_rep0,85,606685148,6.817843786211258e-09,6167,6
17214_rep0,477,3881385362,5.221359546827669e-09,9394,49
17216_rep0,527,243213235,3.551099431821702e-09,8305,13
17217_rep0,22,3730278545,2.7291932895268384e-09,1770,3
17218_rep0,93,1721691565,8.528554552507314e-09,7237,16
1721_rep0,123,9410745893,2.296340196435289e-09,8941,2
17220_rep0,12,445409896,7.018981916775937e-09,3855,5
17221_rep0,213,2179039973,1.7133932823837734e-09,6211,4
17222_rep0,2,9359083245,5.330253453312758e-09,628,1
17224_rep0,1,155200404,9.27103007623772e-09,5467,4
17225_rep0,56,5640026857,1.2071726392036119e-09,4656,1
17227_rep0,315,417515699,2.8975435126837755e-09,1083,12
17228_rep0,159,898553473,4.364738130185079e-09,2574,2
1722_rep0,16,2187387607,7.348438266595926e-09,4702,5
17230_rep0,889,4641956071,5.699198237513844e-09,3320,35
17231_rep0,13,224941860,1.3580326649844712e-09,6765,3
17232_rep0,71,195370181,6.451112128108057e-09,347,10
17233_rep0,1,5374627328,1.4888169225424746e-09,9747,1
17234_rep0,401,1205280218,4.7797453955498654e-09,4231,18
17235_rep0,6,779539773,2.027580455438337e-09,5892,2
17236_rep0,3,360896369,4.0323391934030434e-09,7036,3
17237_rep0,118,3112585651,2.955853237355843e-09,3049,6
17238_rep0,17,6495414955,9.446889700376733e-09,8758,5
17239_rep0,662,134003474,1.273082714503245e-09,1376,13
1723_rep0,701,451266886,1.7587419183433174e-09,5363,14
17240_rep0,26,124635117,5.057486789516269e-09,3523,5
17241_rep0,461,8128454059,2.193011449262523e-09,6580,15
17242_rep0,4,1890417117,6.8916554672890095e-09,2119,3
17243_rep0,81,515160026,1.6239009391555526e-09,7956,3
17244_rep0,257,728259683,7.529813883537991e-09,9293,15
17246_rep0,45,3220734568,3.244847282567824e-09,5089,4
17247_rep0,1,280118340,2.406860715909404e-09,4977,1
17248_rep0,7,315735296,8.073086521153271e-09,1559,5
17249_rep0,280,3631019279,1.1068287265453407e-09,8555,3
1724_rep0,67,634762455,8.303956945593395e-09,6849,10
17250_rep0,1,1350316773,3.47877825045957e-09,2923,3
17251_rep0,49,660648675,2.591781278103731e-09,7142,2
17252_rep0,953,538037723,5.446510550503954e-09,5689,84
17253_rep0,15,1973950152,2.350895322760907e-09,4415,4
17254_rep0,169,7888405111,7.42215544312347e-09,9853,12
17256_rep0,108,151066357,3.760407566905436e-09,4870,6
17257_rep0,4,7319938701,2.74400488579585e-09,5214,3
17258_rep0,609,2823857779,8.810587021431018e-09,1023,53
1725_rep0,1,1746223726,1.076313091379832e-09,3255,1
17260_rep0,2,813833834,5.9895707874319905e-09,8082,2
17261_rep0,34,1258741784,1.3882132493629838e-09,2012,2
17262_rep0,11,5218166618,4.437391228214702e-09,6397,2
17263_rep0,193,189616754,1.890737005596777e-09,3726,2
17264_rep0,5,219606843,4.679651674546273e-09,9689,1
17265_rep0,90,4530901114,1.926625145501564e-09,444,1
17266_rep0,28,1091714725,6.110070455305626e-09,6104,3
17267_rep0,505,941495850,1.46237103433647e-09,3980,15
17268_rep0,39,377531504,9.984161835876781e-09,2683,9
17269_rep0,1,2441596407,1.2940820290605595e-09,7440,1
1726_rep0,383,3777071372,3.459775116339395e-09,7610,21
17270_rep0,221,6321970791,4.122573263970574e-09,1895,19
17272_rep0,376,105042970,6.5456375653523545e-09,6639,24
17274_rep0,66,2283704095,4.971229702420761e-09,7743,4
17275_rep0,1,466641477,2.0755811494378732e-09,2371,1
17276_rep0,20,571210133,3.297038162923926e-09,1189,1
17277_rep0,749,1556506175,2.544773965971228e-09,8885,23
17278_rep0,3,4180820664,7.917688626859385e-09,4453,2
17280_rep0,18,266966911,4.2723764894370874e-09,4086,2
17281_rep0,677,4128126250,1.8111256570716866e-09,5979,13
17282_rep0,3,1590729191,5.821791508184124e-09,551,3
17283_rep0,121,578176440,1.3411164874000771e-09,9563,2
17284_rep0,410,461019273,9.074045307474528e-09,8226,39
17285_rep0,6,2234573652,1.2219477677923775e-09,1849,1
17286_rep0,73,9253190435,3.910322998952831e-09,7471,7
17288_rep0,44,176446409,7.105638827275092e-09,2341,5
1728_rep0,278,254468779,4.996400986364233e-09,9004,12
17290_rep0,251,2405409955,5.2646931486554e-09,3398,24
17291_rep0,10,368787159,2.283759317901353e-09,6687,3
17292_rep0,4,963820254,3.595133151177514e-09,5543,5
17293_rep0,79,1108138866,2.670784437569965e-09,4580,2
17294_rep0,26,4423466527,8.422616092860255e-09,8781,8
17295_rep0,450,216473596,1.1503070557348062e-09,1313,4
17296_rep0,2,186911442,7.691920479448666e-09,7112,3
17297_rep0,38,5094437314,1.015018823554325e-09,2973,1
17298_rep0,12,1277678388,3.1759047473767473e-09,8527,3
17299_rep0,220,833130935,2.4363206200576388e-09,1606,5
1729_rep0,7,3901372222,2.083783143545272e-09,1081,2
172_rep0,25,784116246,4.146566150530681e-09,5132,7
17300_rep0,95,319946537,5.166279109901541e-09,115,8
17302_rep0,543,7497723309,6.745818131419481e-09,4309,37
17303_rep0,22,153252937,1.6437476034280671e-09,5814,1
17304_rep0,862,123570493,3.9822533330041534e-09,9215,46
17305_rep0,13,7989096411,3.0191189816212676e-09,899,1
17306_rep0,155,1931483067,9.564026440213714e-09,5323,18
17307_rep0,2,531555175,1.2458360979490172e-09,4743,1
17308_rep0,8,668705196,6.37176192636684e-09,3755,4
17309_rep0,305,1380005151,1.5206018579524444e-09,6349,4
1730_rep0,49,1675422509,6.5199877711171584e-09,5475,9
17310_rep0,1,3585257428,4.838759003734945e-09,2042,1
17311_rep0,54,309116573,1.9844310530716044e-09,8033,4
17312_rep0,227,274303957,5.916210049885699e-09,5920,9
17314_rep0,40,1520592639,4.493204408272746e-09,9776,2
17315_rep0,1,737089015,1.8511176249965999e-09,298,2
17316_rep0,29,508988815,3.714547212738557e-09,1480,2
17317_rep0,517,1850136870,2.8036718791054966e-09,8634,17
17318_rep0,5,8231634394,8.920303111302854e-09,3157,4
17319_rep0,92,127277058,1.1570336957952027e-09,6909,1
1731_rep0,1,614867859,1.5825518918871311e-09,4659,1
17320_rep0,3,135933472,5.564747020575868e-09,7849,3
17321_rep0,128,6651768630,2.322469733008164e-09,2245,7
17322_rep0,19,3066667972,7.265730882474606e-09,6474,4
17323_rep0,733,352611409,1.762830895314137e-09,3648,9
17324_rep0,64,797855393,8.247612595996432e-09,4946,5
17326_rep0,367,5248296571,3.405523108363669e-09,793,13
17327_rep0,5,192596396,2.62447254037692e-09,9340,2
17328_rep0,173,221748046,3.338097321572942e-09,2758,4
17329_rep0,2,4532843038,2.491580728235695e-09,7364,1
1732_rep0,15,433512338,7.957918785055983e-09,3327,2
17330_rep0,984,1057746009,7.821123790508073e-09,1665,95
17331_rep0,15,919666129,1.0730297309203083e-09,8429,1
17332_rep0,1,407931063,6.627964246540097e-09,9457,6
17333_rep0,50,2659788019,1.5572620909514886e-09,677,3
17334_rep0,7,5775788564,4.9103442143606035e-09,6182,3
17335_rep0,288,157435650,2.120974556424461e-09,3903,11
17336_rep0,10,109920234,9.77391311040308e-09,1110,4
17337_rep0,188,9477877040,1.310404083068114e-09,8965,3
17338_rep0,1,2132611623,4.211698576923993e-09,4686,1
17339_rep0,33,440074599,3.068484112544613e-09,5417,1
1733_rep0,953,2121521667,1.0543259033853206e-09,6767,13
17340_rep0,591,639268111,4.58102871205015e-09,6871,21
17341_rep0,24,1759174913,1.951098009015329e-09,3195,2
17342_rep0,106,3683522029,6.242708283394481e-09,7666,10
17343_rep0,4,238164822,1.4446881938210575e-09,2447,2
17344_rep0,75,247779560,8.71632394699965e-09,9066,6
17345_rep0,4,3800018297,1.194513374219105e-09,1057,1
17346_rep0,425,1690007074,3.720232683189889e-09,5490,28
17347_rep0,27,620024198,2.773619142106176e-09,4605,3
17348_rep0,1,422235280,4.40974983565338e-09,3306,1
17349_rep0,47,2065825893,1.9025928190353208e-09,6827,1
1734_rep0,2,9790399344,3.284060666840451e-09,2566,2
17350_rep0,9,9872848403,5.952168963596285e-09,2510,3
17351_rep0,264,113540610,1.3969455856045763e-09,7574,3
17352_rep0,6,163903060,3.5158364651943167e-09,7263,2
17353_rep0,390,5955806561,2.564457270958206e-09,2812,10
17354_rep0,1,2556250624,8.159211861563773e-09,8356,5
17355_rep0,69,395368399,1.0951382944338784e-09,1748,2
17356_rep0,717,882985496,7.467776265016296e-09,565,48
17357_rep0,17,1024167934,1.730090171523708e-09,9500,1
17358_rep0,127,4723674237,5.4799037859006254e-09,3839,11
17359_rep0,3,228887464,2.33658495649701e-09,6274,3
1735_rep0,169,112564734,2.531953692289385e-09,7557,5
17360_rep0,323,198574952,5.007270317584892e-09,2172,16
17361_rep0,7,5463216425,2.0606373382300942e-09,7932,2
17362_rep0,57,1185838802,6.593193616923454e-09,3547,3
17363_rep0,1,766919310,1.579109695636977e-09,6528,2
17364_rep0,14,341375474,8.011262628354354e-09,5076,7
17365_rep0,819,2943996345,1.0379301169983455e-09,5038,2
17366_rep0,2,6867023624,3.335952372183698e-09,9229,1
17367_rep0,146,141678489,2.515105455541401e-09,836,6
17368_rep0,3,131318349,6.065120819137974e-09,4256,2
17369_rep0,101,8565007738,1.473205653085102e-09,5838,2
1736_rep0,4,162314583,6.1341075193794646e-09,7240,3
17370_rep0,21,1794160162,4.645296609426589e-09,400,2
17371_rep0,571,488898312,1.940861070147769e-09,9723,9
17372_rep0,36,714094726,4.0739277612382734e-09,8696,4
17373_rep0,2,1459130342,3.1430805654548387e-09,1388,2
17374_rep0,208,3284592989,9.866199323966805e-09,7019,19
17375_rep0,13,285690200,1.309563016170127e-09,3113,2
17376_rep0,1,299307303,3.800243085164951e-09,962,3
17377_rep0,61,3442370021,2.9186203098187047e-09,9122,2
17378_rep0,6,1424443728,9.204200663394227e-09,4854,3
17379_rep0,347,696872002,1.2159349286782016e-09,5279,5
1737_rep0,108,5899536249,1.4698013869531243e-09,2874,4
17380_rep0,136,548139976,5.632802393840778e-09,6421,14
17381_rep0,3,2010852103,1.3740493540761806e-09,3673,1
17382_rep0,770,7743225368,4.313803460283587e-09,8135,52
17383_rep0,18,118760925,1.810387507631597e-09,1989,2
17384_rep0,492,148449205,8.591649018185952e-09,2910,56
17385_rep0,30,7193685163,1.1179250340537914e-09,7203,2
17386_rep0,87,2873566528,3.577441319173806e-09,1494,4
17387_rep0,5,333278564,2.709091431379412e-09,8571,2
17388_rep0,9,859467538,5.393970631127407e-09,9907,1
17389_rep0,240,1329218991,2.2096222010968683e-09,197,10
1738_rep0,25,2628167865,4.656076216476215e-09,8303,2
17390_rep0,1,4941062994,7.102745688904871e-09,5713,2
17392_rep0,22,207728531,6.966094816448321e-09,7681,4
17393_rep0,626,4285485821,1.6065374570515395e-09,2384,11
17394_rep0,4,1154171462,5.112215541823151e-09,6624,3
17395_rep0,111,995420879,2.169529394395431e-09,3489,5
17396_rep0,178,383723951,3.2652293810884887e-09,4479,6
17398_rep0,31,6220002940,7.576961581927326e-09,1241,7
1739_rep0,612,406391684,1.919041775064686e-09,1763,20
173_rep0,602,1202298890,3.0880224401081394e-09,4934,19
17400_rep0,53,102999728,4.7292202494699075e-09,6090,3
17401_rep0,1,8958151368,2.0492287998333086e-09,4043,1
17402_rep0,303,2328986303,6.3830457616359245e-09,9626,26
17404_rep0,2,601840442,9.389465551734609e-09,1951,5
17405_rep0,165,1640099421,1.2808770573502216e-09,8173,4
17406_rep0,16,3967935741,4.007748956614347e-09,2705,4
17407_rep0,929,258782853,2.9739959677128013e-09,7389,26
17408_rep0,1,258928030,4.700982999478448e-09,8094,1
17409_rep0,73,3970192196,2.0431558204908835e-09,2019,2
1740_rep0,34,874673712,4.138864206992282e-09,625,6
17410_rep0,6,1646553816,6.420707599222405e-09,6365,5
17411_rep0,414,604214887,1.509427742355384e-09,3700,8
17412_rep0,120,474056560,9.333698153795078e-09,4878,25
17414_rep0,680,8953144028,4.030987818835091e-09,997,25
17415_rep0,18,102941138,2.983469517494278e-09,9078,1
17416_rep0,446,171208442,6.94056775340975e-09,5682,35
17417_rep0,25,6223505704,1.5980667879568108e-09,4402,1
17418_rep0,79,2491618653,5.130478271327202e-09,9879,6
17419_rep0,4,385239961,2.1814115763246283e-09,253,1
17420_rep0,10,991511777,3.2529186933814917e-09,1547,3
17421_rep0,250,1149632602,2.379319033716579e-09,8547,4
17422_rep0,1,4283114022,7.604299077008805e-09,2954,4
17423_rep0,44,207611060,1.0270076307014702e-09,7169,3
17424_rep0,22,180063920,8.636604105677661e-09,1220,8
17425_rep0,540,4954939667,1.1221164782884511e-09,8912,7
17426_rep0,4,1331472396,3.5581942223561622e-09,4440,3
17427_rep0,96,860916087,2.6992575795410364e-09,5644,1
17428_rep0,218,332715043,5.422751915371068e-09,6666,20
17429_rep0,12,2868729787,2.217826850703461e-09,3458,2
1742_rep0,194,4855204794,9.933688456493129e-09,3857,26
17430_rep0,39,7173472140,7.064304638281447e-09,7736,4
17431_rep0,2,148033554,1.6872227084782447e-09,2359,2
17432_rep0,54,119095763,3.811813915020632e-09,2656,1
17434_rep0,307,2014254366,9.174652411784421e-09,1903,47
17436_rep0,2,695697546,5.6497431788396075e-09,9658,3
